Date,IT Dep.,CostElement,Country,Budget
1/05/2020,Core Infrastructure,Depreciation,New Zealand,"82,353"
1/06/2020,Core Infrastructure,Depreciation,New Zealand,"82,353"
1/07/2020,Core Infrastructure,Depreciation,New Zealand,"82,256"
1/08/2020,Core Infrastructure,Depreciation,New Zealand,"82,256"
1/09/2020,Core Infrastructure,Depreciation,New Zealand,"82,256"
1/10/2020,Core Infrastructure,Depreciation,New Zealand,"82,353"
1/11/2020,Core Infrastructure,Depreciation,New Zealand,"82,353"
1/12/2020,Core Infrastructure,Depreciation,New Zealand,"82,353"
1/01/2020,Core Infrastructure,Employee Performance,USA,87
1/02/2020,Core Infrastructure,Employee Performance,USA,87
1/03/2020,Core Infrastructure,Employee Performance,USA,87
1/04/2020,Core Infrastructure,Employee Performance,USA,87
1/05/2020,Core Infrastructure,Employee Performance,USA,87
1/06/2020,Core Infrastructure,Employee Performance,USA,87
1/07/2020,Core Infrastructure,Employee Performance,USA,87
1/08/2020,Core Infrastructure,Employee Performance,USA,87
1/09/2020,Core Infrastructure,Employee Performance,USA,87
1/10/2020,Core Infrastructure,Employee Performance,USA,87
1/11/2020,Core Infrastructure,Employee Performance,USA,87
1/12/2020,Core Infrastructure,Employee Performance,USA,87
1/01/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/02/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/03/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/04/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/05/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/06/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/07/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/08/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/09/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/10/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/11/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/12/2020,Core Infrastructure,External Labor,Brazil,"24,410"
1/01/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/02/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/03/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/04/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/05/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/06/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/07/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/08/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/09/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/10/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/11/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/12/2020,Core Infrastructure,External Labor,Canada,"21,535"
1/01/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/02/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/03/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/04/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/05/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/06/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/07/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/08/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/09/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/10/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/11/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/12/2020,Core Infrastructure,External Labor,Mexico,"20,501"
1/01/2020,Core Infrastructure,External Labor,New Zealand,"47,239"
1/02/2020,Core Infrastructure,External Labor,New Zealand,"47,239"
1/03/2020,Core Infrastructure,External Labor,New Zealand,"47,239"
1/04/2020,Core Infrastructure,External Labor,New Zealand,"47,336"
1/05/2020,Core Infrastructure,External Labor,New Zealand,"47,336"
1/06/2020,Core Infrastructure,External Labor,New Zealand,"47,336"
1/07/2020,Core Infrastructure,External Labor,New Zealand,"47,239"
1/08/2020,Core Infrastructure,External Labor,New Zealand,"47,239"
1/09/2020,Core Infrastructure,External Labor,New Zealand,"47,239"
1/10/2020,Core Infrastructure,External Labor,New Zealand,"47,336"
1/11/2020,Core Infrastructure,External Labor,New Zealand,"47,336"
1/12/2020,Core Infrastructure,External Labor,New Zealand,"47,336"
1/01/2020,Core Infrastructure,External Labor,USA,"847,967"
1/02/2020,Core Infrastructure,External Labor,USA,"486,274"
1/03/2020,Core Infrastructure,External Labor,USA,"565,703"
1/04/2020,Core Infrastructure,External Labor,USA,"379,166"
1/05/2020,Core Infrastructure,External Labor,USA,"15,190"
1/06/2020,Core Infrastructure,External Labor,USA,"15,190"
1/07/2020,Core Infrastructure,External Labor,USA,"15,190"
1/08/2020,Core Infrastructure,External Labor,USA,"15,190"
1/09/2020,Core Infrastructure,External Labor,USA,"15,190"
1/10/2020,Core Infrastructure,External Labor,USA,"15,190"
1/11/2020,Core Infrastructure,External Labor,USA,"15,190"
1/12/2020,Core Infrastructure,External Labor,USA,"15,190"
1/01/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/02/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/03/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/04/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/05/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/06/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/07/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/08/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/09/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/10/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/11/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/12/2020,Core Infrastructure,Hardware,Brazil,"7,308"
1/01/2020,Core Infrastructure,Hardware,Canada,180
1/02/2020,Core Infrastructure,Hardware,Canada,180
1/03/2020,Core Infrastructure,Hardware,Canada,180
1/04/2020,Core Infrastructure,Hardware,Canada,180
1/05/2020,Core Infrastructure,Hardware,Canada,180
1/06/2020,Core Infrastructure,Hardware,Canada,180
1/07/2020,Core Infrastructure,Hardware,Canada,180
1/08/2020,Core Infrastructure,Hardware,Canada,180
1/09/2020,Core Infrastructure,Hardware,Canada,180
1/10/2020,Core Infrastructure,Hardware,Canada,180
1/11/2020,Core Infrastructure,Hardware,Canada,180
1/12/2020,Core Infrastructure,Hardware,Canada,180
1/01/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/02/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/03/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/04/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/05/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/06/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/07/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/08/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/09/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/10/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/11/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/12/2020,Core Infrastructure,Hardware,Mexico,"28,987"
1/01/2020,Core Infrastructure,Hardware,USA,51
1/02/2020,Core Infrastructure,Hardware,USA,51
1/03/2020,Core Infrastructure,Hardware,USA,51
1/04/2020,Core Infrastructure,Hardware,USA,51
1/05/2020,Core Infrastructure,Hardware,USA,51
1/06/2020,Core Infrastructure,Hardware,USA,51
1/07/2020,Core Infrastructure,Hardware,USA,51
1/08/2020,Core Infrastructure,Hardware,USA,51
1/09/2020,Core Infrastructure,Hardware,USA,51
1/10/2020,Core Infrastructure,Hardware,USA,51
1/11/2020,Core Infrastructure,Hardware,USA,51
1/12/2020,Core Infrastructure,Hardware,USA,51
1/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/02/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/03/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/04/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/05/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/06/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/07/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/08/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/09/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/10/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/11/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/12/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,799"
1/01/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/02/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/03/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/04/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/05/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/06/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/07/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/08/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/09/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/10/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/11/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/12/2020,Core Infrastructure,Hardware Maintenance,Canada,"4,578"
1/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/02/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/03/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/04/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/05/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/06/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/07/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/08/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/09/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/10/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/11/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/12/2020,Core Infrastructure,Hardware Maintenance,Mexico,"7,285"
1/01/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/02/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/03/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/04/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/05/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/06/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/07/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/08/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/09/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/10/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/11/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/12/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/01/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/02/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/03/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/04/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/05/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/06/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/07/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/08/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/09/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/10/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/11/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/12/2020,Core Infrastructure,Internal Labor,Brazil,"10,261"
1/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,890"
1/02/2020,Core Infrastructure,Internal Labor,Mexico,"2,890"
1/03/2020,Core Infrastructure,Internal Labor,Mexico,"2,932"
1/04/2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
1/05/2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
1/06/2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
1/07/2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
1/08/2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
1/09/2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
1/10/2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
1/11/2020,Core Infrastructure,Internal Labor,Mexico,"2,984"
1/12/2020,Core Infrastructure,Internal Labor,Mexico,"2,819"
1/01/2020,Core Infrastructure,Internal Labor,New Zealand,"30,851"
1/02/2020,Core Infrastructure,Internal Labor,New Zealand,"30,851"
1/03/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
1/04/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
1/05/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
1/06/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
1/07/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
1/08/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
1/09/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
1/10/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
1/11/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
1/12/2020,Core Infrastructure,Internal Labor,New Zealand,"32,155"
1/01/2020,Core Infrastructure,Internal Labor,USA,"64,556"
1/02/2020,Core Infrastructure,Internal Labor,USA,"72,014"
1/03/2020,Core Infrastructure,Internal Labor,USA,"70,562"
1/04/2020,Core Infrastructure,Internal Labor,USA,"65,080"
1/05/2020,Core Infrastructure,Internal Labor,USA,"65,023"
1/06/2020,Core Infrastructure,Internal Labor,USA,"65,023"
1/07/2020,Core Infrastructure,Internal Labor,USA,"65,390"
1/08/2020,Core Infrastructure,Internal Labor,USA,"65,384"
1/09/2020,Core Infrastructure,Internal Labor,USA,"65,112"
1/10/2020,Core Infrastructure,Internal Labor,USA,"66,364"
1/11/2020,Core Infrastructure,Internal Labor,USA,"66,082"
1/12/2020,Core Infrastructure,Internal Labor,USA,"65,957"
1/01/2020,Core Infrastructure,Other,Brazil,"37,931"
1/02/2020,Core Infrastructure,Other,Brazil,"37,931"
1/03/2020,Core Infrastructure,Other,Brazil,"37,931"
1/04/2020,Core Infrastructure,Other,Brazil,"37,931"
1/05/2020,Core Infrastructure,Other,Brazil,"37,931"
1/06/2020,Core Infrastructure,Other,Brazil,"37,931"
1/07/2020,Core Infrastructure,Other,Brazil,"37,931"
1/08/2020,Core Infrastructure,Other,Brazil,"37,931"
1/09/2020,Core Infrastructure,Other,Brazil,"37,931"
1/10/2020,Core Infrastructure,Other,Brazil,"37,931"
1/11/2020,Core Infrastructure,Other,Brazil,"37,931"
1/12/2020,Core Infrastructure,Other,Brazil,"37,931"
1/01/2020,Core Infrastructure,Other,Canada,23
1/02/2020,Core Infrastructure,Other,Canada,23
1/03/2020,Core Infrastructure,Other,Canada,23
1/04/2020,Core Infrastructure,Other,Canada,23
1/05/2020,Core Infrastructure,Other,Canada,23
1/06/2020,Core Infrastructure,Other,Canada,23
1/07/2020,Core Infrastructure,Other,Canada,23
1/08/2020,Core Infrastructure,Other,Canada,23
1/09/2020,Core Infrastructure,Other,Canada,23
1/10/2020,Core Infrastructure,Other,Canada,23
1/11/2020,Core Infrastructure,Other,Canada,23
1/12/2020,Core Infrastructure,Other,Canada,23
1/01/2020,Core Infrastructure,Other,Mexico,"9,780"
1/02/2020,Core Infrastructure,Other,Mexico,"9,780"
1/03/2020,Core Infrastructure,Other,Mexico,"9,780"
1/04/2020,Core Infrastructure,Other,Mexico,"9,780"
1/05/2020,Core Infrastructure,Other,Mexico,"9,780"
1/06/2020,Core Infrastructure,Other,Mexico,"9,780"
1/07/2020,Core Infrastructure,Other,Mexico,"9,780"
1/08/2020,Core Infrastructure,Other,Mexico,"9,780"
1/09/2020,Core Infrastructure,Other,Mexico,"9,780"
1/10/2020,Core Infrastructure,Other,Mexico,"9,780"
1/11/2020,Core Infrastructure,Other,Mexico,"9,780"
1/12/2020,Core Infrastructure,Other,Mexico,"9,780"
1/01/2020,Core Infrastructure,Other,New Zealand,194
1/02/2020,Core Infrastructure,Other,New Zealand,194
1/03/2020,Core Infrastructure,Other,New Zealand,194
1/04/2020,Core Infrastructure,Other,New Zealand,194
1/05/2020,Core Infrastructure,Other,New Zealand,194
1/06/2020,Core Infrastructure,Other,New Zealand,194
1/07/2020,Core Infrastructure,Other,New Zealand,194
1/08/2020,Core Infrastructure,Other,New Zealand,194
1/09/2020,Core Infrastructure,Other,New Zealand,194
1/10/2020,Core Infrastructure,Other,New Zealand,194
1/11/2020,Core Infrastructure,Other,New Zealand,194
1/12/2020,Core Infrastructure,Other,New Zealand,194
1/01/2020,Core Infrastructure,Other,USA,810
1/02/2020,Core Infrastructure,Other,USA,810
1/03/2020,Core Infrastructure,Other,USA,810
1/04/2020,Core Infrastructure,Other,USA,810
1/05/2020,Core Infrastructure,Other,USA,810
1/06/2020,Core Infrastructure,Other,USA,810
1/07/2020,Core Infrastructure,Other,USA,660
1/08/2020,Core Infrastructure,Other,USA,660
1/09/2020,Core Infrastructure,Other,USA,660
1/10/2020,Core Infrastructure,Other,USA,660
1/11/2020,Core Infrastructure,Other,USA,660
1/12/2020,Core Infrastructure,Other,USA,660
1/01/2020,Core Infrastructure,Recognition,USA,23
1/02/2020,Core Infrastructure,Recognition,USA,23
1/03/2020,Core Infrastructure,Recognition,USA,23
1/04/2020,Core Infrastructure,Recognition,USA,23
1/05/2020,Core Infrastructure,Recognition,USA,23
1/06/2020,Core Infrastructure,Recognition,USA,23
1/07/2020,Core Infrastructure,Recognition,USA,23
1/08/2020,Core Infrastructure,Recognition,USA,23
1/09/2020,Core Infrastructure,Recognition,USA,23
1/10/2020,Core Infrastructure,Recognition,USA,23
1/11/2020,Core Infrastructure,Recognition,USA,23
1/12/2020,Core Infrastructure,Recognition,USA,23
1/01/2020,Core Infrastructure,Severance,Mexico,1
1/02/2020,Core Infrastructure,Severance,Mexico,1
1/03/2020,Core Infrastructure,Severance,Mexico,1
1/04/2020,Core Infrastructure,Severance,Mexico,1
1/05/2020,Core Infrastructure,Severance,Mexico,1
1/06/2020,Core Infrastructure,Severance,Mexico,1
