Date,IT Dep.,CostElement,Country,Forecast
1/09/2020,Core Infrastructure,Depreciation,Brazil,"23,512"
1/10/2020,Core Infrastructure,Depreciation,Brazil,"23,512"
1/11/2020,Core Infrastructure,Depreciation,Brazil,"23,512"
1/12/2020,Core Infrastructure,Depreciation,Brazil,"23,512"
1/01/2020,Core Infrastructure,Depreciation,Canada,"10,731"
1/02/2020,Core Infrastructure,Depreciation,Canada,"7,173"
1/03/2020,Core Infrastructure,Depreciation,Canada,"7,037"
1/04/2020,Core Infrastructure,Depreciation,Canada,"4,937"
1/05/2020,Core Infrastructure,Depreciation,Canada,"5,033"
1/06/2020,Core Infrastructure,Depreciation,Canada,"4,900"
1/07/2020,Core Infrastructure,Depreciation,Canada,"14,584"
1/08/2020,Core Infrastructure,Depreciation,Canada,"14,584"
1/09/2020,Core Infrastructure,Depreciation,Canada,"14,584"
1/10/2020,Core Infrastructure,Depreciation,Canada,"14,584"
1/11/2020,Core Infrastructure,Depreciation,Canada,"14,584"
1/12/2020,Core Infrastructure,Depreciation,Canada,"14,584"
1/01/2020,Core Infrastructure,Depreciation,Mexico,"2,148"
1/02/2020,Core Infrastructure,Depreciation,Mexico,"2,529"
1/03/2020,Core Infrastructure,Depreciation,Mexico,"3,773"
1/04/2020,Core Infrastructure,Depreciation,Mexico,"4,269"
1/05/2020,Core Infrastructure,Depreciation,Mexico,"4,399"
1/06/2020,Core Infrastructure,Depreciation,Mexico,"4,369"
1/07/2020,Core Infrastructure,Depreciation,Mexico,"5,652"
1/08/2020,Core Infrastructure,Depreciation,Mexico,"5,652"
1/09/2020,Core Infrastructure,Depreciation,Mexico,"5,652"
1/10/2020,Core Infrastructure,Depreciation,Mexico,"5,652"
1/11/2020,Core Infrastructure,Depreciation,Mexico,"5,652"
1/12/2020,Core Infrastructure,Depreciation,Mexico,"5,652"
1/01/2020,Core Infrastructure,Depreciation,New Zealand,"5,944"
1/02/2020,Core Infrastructure,Depreciation,New Zealand,"5,847"
1/03/2020,Core Infrastructure,Depreciation,New Zealand,"5,959"
1/04/2020,Core Infrastructure,Depreciation,New Zealand,"6,052"
1/05/2020,Core Infrastructure,Depreciation,New Zealand,"7,577"
1/06/2020,Core Infrastructure,Depreciation,New Zealand,"7,990"
1/07/2020,Core Infrastructure,Depreciation,New Zealand,"9,094"
1/08/2020,Core Infrastructure,Depreciation,New Zealand,"9,094"
1/09/2020,Core Infrastructure,Depreciation,New Zealand,"9,094"
1/10/2020,Core Infrastructure,Depreciation,New Zealand,"9,094"
1/11/2020,Core Infrastructure,Depreciation,New Zealand,"9,094"
1/12/2020,Core Infrastructure,Depreciation,New Zealand,"9,094"
1/06/2020,Core Infrastructure,Depreciation,USA,756
1/01/2020,Core Infrastructure,Employee Performance,USA,30
1/03/2020,Core Infrastructure,Employee Performance,USA,600
1/04/2020,Core Infrastructure,Employee Performance,USA,270
1/06/2020,Core Infrastructure,Employee Performance,USA,353
1/07/2020,Core Infrastructure,Employee Performance,USA,44
1/08/2020,Core Infrastructure,Employee Performance,USA,44
1/09/2020,Core Infrastructure,Employee Performance,USA,44
1/10/2020,Core Infrastructure,Employee Performance,USA,80
1/11/2020,Core Infrastructure,Employee Performance,USA,87
1/12/2020,Core Infrastructure,Employee Performance,USA,87
1/01/2020,Core Infrastructure,External Labor,Brazil,"12,109"
1/02/2020,Core Infrastructure,External Labor,Brazil,"17,786"
1/03/2020,Core Infrastructure,External Labor,Brazil,"15,448"
1/04/2020,Core Infrastructure,External Labor,Brazil,"14,780"
1/05/2020,Core Infrastructure,External Labor,Brazil,"19,994"
1/06/2020,Core Infrastructure,External Labor,Brazil,"5,579"
1/07/2020,Core Infrastructure,External Labor,Brazil,"34,537"
1/08/2020,Core Infrastructure,External Labor,Brazil,"34,537"
1/09/2020,Core Infrastructure,External Labor,Brazil,"34,537"
1/10/2020,Core Infrastructure,External Labor,Brazil,"34,537"
1/11/2020,Core Infrastructure,External Labor,Brazil,"34,537"
1/12/2020,Core Infrastructure,External Labor,Brazil,"34,537"
1/01/2020,Core Infrastructure,External Labor,Canada,"15,054"
1/02/2020,Core Infrastructure,External Labor,Canada,"-7,711"
1/03/2020,Core Infrastructure,External Labor,Canada,"20,583"
1/04/2020,Core Infrastructure,External Labor,Canada,"29,295"
1/05/2020,Core Infrastructure,External Labor,Canada,"21,036"
1/06/2020,Core Infrastructure,External Labor,Canada,"14,567"
1/07/2020,Core Infrastructure,External Labor,Canada,"24,893"
1/08/2020,Core Infrastructure,External Labor,Canada,"24,893"
1/09/2020,Core Infrastructure,External Labor,Canada,"24,893"
1/10/2020,Core Infrastructure,External Labor,Canada,"24,893"
1/11/2020,Core Infrastructure,External Labor,Canada,"24,893"
1/12/2020,Core Infrastructure,External Labor,Canada,"24,893"
1/01/2020,Core Infrastructure,External Labor,Mexico,"5,169"
1/02/2020,Core Infrastructure,External Labor,Mexico,"38,717"
1/03/2020,Core Infrastructure,External Labor,Mexico,"7,266"
1/04/2020,Core Infrastructure,External Labor,Mexico,"27,098"
1/05/2020,Core Infrastructure,External Labor,Mexico,"35,493"
1/06/2020,Core Infrastructure,External Labor,Mexico,"9,700"
1/07/2020,Core Infrastructure,External Labor,Mexico,"20,429"
1/08/2020,Core Infrastructure,External Labor,Mexico,"20,429"
1/09/2020,Core Infrastructure,External Labor,Mexico,"20,429"
1/10/2020,Core Infrastructure,External Labor,Mexico,"20,429"
1/11/2020,Core Infrastructure,External Labor,Mexico,"20,429"
1/12/2020,Core Infrastructure,External Labor,Mexico,"20,429"
1/01/2020,Core Infrastructure,External Labor,New Zealand,-687
1/02/2020,Core Infrastructure,External Labor,New Zealand,"9,183"
1/03/2020,Core Infrastructure,External Labor,New Zealand,"21,891"
1/04/2020,Core Infrastructure,External Labor,New Zealand,"2,996"
1/05/2020,Core Infrastructure,External Labor,New Zealand,260
1/06/2020,Core Infrastructure,External Labor,New Zealand,"122,078"
1/07/2020,Core Infrastructure,External Labor,New Zealand,"68,739"
1/08/2020,Core Infrastructure,External Labor,New Zealand,"68,739"
1/09/2020,Core Infrastructure,External Labor,New Zealand,"68,739"
1/10/2020,Core Infrastructure,External Labor,New Zealand,"68,739"
1/11/2020,Core Infrastructure,External Labor,New Zealand,"68,739"
1/12/2020,Core Infrastructure,External Labor,New Zealand,"68,739"
1/01/2020,Core Infrastructure,External Labor,USA,"35,183"
1/02/2020,Core Infrastructure,External Labor,USA,"62,930"
1/03/2020,Core Infrastructure,External Labor,USA,"-157,919"
1/04/2020,Core Infrastructure,External Labor,USA,"-119,534"
1/05/2020,Core Infrastructure,External Labor,USA,"172,999"
1/06/2020,Core Infrastructure,External Labor,USA,"172,354"
1/07/2020,Core Infrastructure,External Labor,USA,"889,532"
1/08/2020,Core Infrastructure,External Labor,USA,"468,848"
1/09/2020,Core Infrastructure,External Labor,USA,"510,567"
1/10/2020,Core Infrastructure,External Labor,USA,"258,598"
1/11/2020,Core Infrastructure,External Labor,USA,"258,598"
1/12/2020,Core Infrastructure,External Labor,USA,"216,598"
1/01/2020,Core Infrastructure,Hardware,Brazil,"1,192"
1/02/2020,Core Infrastructure,Hardware,Brazil,"1,184"
1/03/2020,Core Infrastructure,Hardware,Brazil,"1,195"
1/04/2020,Core Infrastructure,Hardware,Brazil,"1,214"
1/05/2020,Core Infrastructure,Hardware,Brazil,"1,253"
1/06/2020,Core Infrastructure,Hardware,Brazil,"1,245"
1/07/2020,Core Infrastructure,Hardware,Brazil,"13,402"
1/08/2020,Core Infrastructure,Hardware,Brazil,"13,402"
1/09/2020,Core Infrastructure,Hardware,Brazil,"13,402"
1/10/2020,Core Infrastructure,Hardware,Brazil,"13,402"
1/11/2020,Core Infrastructure,Hardware,Brazil,"13,402"
1/12/2020,Core Infrastructure,Hardware,Brazil,"13,402"
1/06/2020,Core Infrastructure,Hardware,Canada,89
1/07/2020,Core Infrastructure,Hardware,Canada,208
1/08/2020,Core Infrastructure,Hardware,Canada,208
1/09/2020,Core Infrastructure,Hardware,Canada,208
1/10/2020,Core Infrastructure,Hardware,Canada,208
1/11/2020,Core Infrastructure,Hardware,Canada,208
1/12/2020,Core Infrastructure,Hardware,Canada,208
1/01/2020,Core Infrastructure,Hardware,Mexico,"36,859"
1/02/2020,Core Infrastructure,Hardware,Mexico,"32,132"
1/03/2020,Core Infrastructure,Hardware,Mexico,"2,618"
1/04/2020,Core Infrastructure,Hardware,Mexico,"18,224"
1/05/2020,Core Infrastructure,Hardware,Mexico,"19,986"
1/06/2020,Core Infrastructure,Hardware,Mexico,"18,285"
1/07/2020,Core Infrastructure,Hardware,Mexico,"36,624"
1/08/2020,Core Infrastructure,Hardware,Mexico,"36,624"
1/09/2020,Core Infrastructure,Hardware,Mexico,"36,624"
1/10/2020,Core Infrastructure,Hardware,Mexico,"36,624"
1/11/2020,Core Infrastructure,Hardware,Mexico,"36,624"
1/12/2020,Core Infrastructure,Hardware,Mexico,"36,624"
1/01/2020,Core Infrastructure,Hardware,New Zealand,"29,980"
1/02/2020,Core Infrastructure,Hardware,New Zealand,"36,766"
1/03/2020,Core Infrastructure,Hardware,New Zealand,"22,247"
1/04/2020,Core Infrastructure,Hardware,New Zealand,"32,870"
1/05/2020,Core Infrastructure,Hardware,New Zealand,"30,977"
1/06/2020,Core Infrastructure,Hardware,New Zealand,"48,689"
1/07/2020,Core Infrastructure,Hardware,New Zealand,"37,038"
1/08/2020,Core Infrastructure,Hardware,New Zealand,"37,038"
1/09/2020,Core Infrastructure,Hardware,New Zealand,"37,038"
1/10/2020,Core Infrastructure,Hardware,New Zealand,"37,038"
1/11/2020,Core Infrastructure,Hardware,New Zealand,"37,038"
1/12/2020,Core Infrastructure,Hardware,New Zealand,"37,038"
1/03/2020,Core Infrastructure,Hardware,USA,"2,883"
1/04/2020,Core Infrastructure,Hardware,USA,406
1/05/2020,Core Infrastructure,Hardware,USA,"5,484"
1/06/2020,Core Infrastructure,Hardware,USA,"27,519"
1/07/2020,Core Infrastructure,Hardware,USA,51
1/08/2020,Core Infrastructure,Hardware,USA,51
1/09/2020,Core Infrastructure,Hardware,USA,51
1/10/2020,Core Infrastructure,Hardware,USA,51
1/11/2020,Core Infrastructure,Hardware,USA,51
1/12/2020,Core Infrastructure,Hardware,USA,51
1/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,432
1/02/2020,Core Infrastructure,Hardware Maintenance,Brazil,"9,126"
1/03/2020,Core Infrastructure,Hardware Maintenance,Brazil,"5,142"
1/04/2020,Core Infrastructure,Hardware Maintenance,Brazil,"1,565"
1/05/2020,Core Infrastructure,Hardware Maintenance,Brazil,"1,394"
1/06/2020,Core Infrastructure,Hardware Maintenance,Brazil,"2,314"
1/07/2020,Core Infrastructure,Hardware Maintenance,Brazil,"8,269"
1/08/2020,Core Infrastructure,Hardware Maintenance,Brazil,"8,269"
1/09/2020,Core Infrastructure,Hardware Maintenance,Brazil,"8,269"
1/10/2020,Core Infrastructure,Hardware Maintenance,Brazil,"8,269"
1/11/2020,Core Infrastructure,Hardware Maintenance,Brazil,"8,269"
1/12/2020,Core Infrastructure,Hardware Maintenance,Brazil,"8,269"
1/02/2020,Core Infrastructure,Hardware Maintenance,Canada,"34,463"
1/03/2020,Core Infrastructure,Hardware Maintenance,Canada,588
1/07/2020,Core Infrastructure,Hardware Maintenance,Canada,"5,291"
1/08/2020,Core Infrastructure,Hardware Maintenance,Canada,"5,291"
1/09/2020,Core Infrastructure,Hardware Maintenance,Canada,"5,291"
1/10/2020,Core Infrastructure,Hardware Maintenance,Canada,"5,291"
1/11/2020,Core Infrastructure,Hardware Maintenance,Canada,"5,291"
1/12/2020,Core Infrastructure,Hardware Maintenance,Canada,"5,291"
1/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"4,253"
1/02/2020,Core Infrastructure,Hardware Maintenance,Mexico,680
1/03/2020,Core Infrastructure,Hardware Maintenance,Mexico,"12,115"
1/04/2020,Core Infrastructure,Hardware Maintenance,Mexico,"22,914"
1/05/2020,Core Infrastructure,Hardware Maintenance,Mexico,"9,776"
1/06/2020,Core Infrastructure,Hardware Maintenance,Mexico,-351
1/07/2020,Core Infrastructure,Hardware Maintenance,Mexico,"6,339"
1/08/2020,Core Infrastructure,Hardware Maintenance,Mexico,"6,339"
1/09/2020,Core Infrastructure,Hardware Maintenance,Mexico,"6,339"
1/10/2020,Core Infrastructure,Hardware Maintenance,Mexico,"6,339"
1/11/2020,Core Infrastructure,Hardware Maintenance,Mexico,"6,339"
1/12/2020,Core Infrastructure,Hardware Maintenance,Mexico,"6,339"
1/01/2020,Core Infrastructure,Hardware Maintenance,New Zealand,15
1/03/2020,Core Infrastructure,Hardware Maintenance,New Zealand,913
1/04/2020,Core Infrastructure,Hardware Maintenance,New Zealand,116
1/07/2020,Core Infrastructure,Hardware Maintenance,New Zealand,"7,130"
1/08/2020,Core Infrastructure,Hardware Maintenance,New Zealand,"7,130"
1/09/2020,Core Infrastructure,Hardware Maintenance,New Zealand,"7,130"
1/10/2020,Core Infrastructure,Hardware Maintenance,New Zealand,"7,130"
1/11/2020,Core Infrastructure,Hardware Maintenance,New Zealand,"7,130"
1/12/2020,Core Infrastructure,Hardware Maintenance,New Zealand,"7,130"
1/06/2020,Core Infrastructure,Hardware Maintenance,United Kingdom,"-13,773"
1/01/2020,Core Infrastructure,Hardware Maintenance,USA,46
1/03/2020,Core Infrastructure,Hardware Maintenance,USA,183
1/04/2020,Core Infrastructure,Hardware Maintenance,USA,425
1/07/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/08/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/09/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/10/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/11/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/12/2020,Core Infrastructure,Hardware Maintenance,USA,17
1/01/2020,Core Infrastructure,Internal Labor,Brazil,"14,726"
1/02/2020,Core Infrastructure,Internal Labor,Brazil,"15,591"
1/03/2020,Core Infrastructure,Internal Labor,Brazil,"16,379"
1/04/2020,Core Infrastructure,Internal Labor,Brazil,-18
1/05/2020,Core Infrastructure,Internal Labor,Brazil,"3,726"
1/06/2020,Core Infrastructure,Internal Labor,Brazil,"13,667"
1/07/2020,Core Infrastructure,Internal Labor,Brazil,"9,844"
1/08/2020,Core Infrastructure,Internal Labor,Brazil,"9,844"
1/09/2020,Core Infrastructure,Internal Labor,Brazil,"9,844"
1/10/2020,Core Infrastructure,Internal Labor,Brazil,"9,844"
1/11/2020,Core Infrastructure,Internal Labor,Brazil,"9,844"
1/12/2020,Core Infrastructure,Internal Labor,Brazil,"9,844"
1/05/2020,Core Infrastructure,Internal Labor,Canada,195
1/06/2020,Core Infrastructure,Internal Labor,Canada,"1,127"
1/07/2020,Core Infrastructure,Internal Labor,Canada,223
1/08/2020,Core Infrastructure,Internal Labor,Canada,223
1/09/2020,Core Infrastructure,Internal Labor,Canada,223
1/10/2020,Core Infrastructure,Internal Labor,Canada,223
1/11/2020,Core Infrastructure,Internal Labor,Canada,223
1/12/2020,Core Infrastructure,Internal Labor,Canada,223
1/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,093"
1/02/2020,Core Infrastructure,Internal Labor,Mexico,"2,123"
1/03/2020,Core Infrastructure,Internal Labor,Mexico,"2,058"
1/04/2020,Core Infrastructure,Internal Labor,Mexico,"2,221"
1/05/2020,Core Infrastructure,Internal Labor,Mexico,"3,082"
1/06/2020,Core Infrastructure,Internal Labor,Mexico,"2,974"
1/07/2020,Core Infrastructure,Internal Labor,Mexico,"3,502"
1/08/2020,Core Infrastructure,Internal Labor,Mexico,"3,502"
1/09/2020,Core Infrastructure,Internal Labor,Mexico,"3,502"
1/10/2020,Core Infrastructure,Internal Labor,Mexico,"3,503"
1/11/2020,Core Infrastructure,Internal Labor,Mexico,"3,503"
1/12/2020,Core Infrastructure,Internal Labor,Mexico,"3,338"
1/01/2020,Core Infrastructure,Internal Labor,New Zealand,"39,087"
1/02/2020,Core Infrastructure,Internal Labor,New Zealand,"36,504"
1/03/2020,Core Infrastructure,Internal Labor,New Zealand,"39,022"
1/04/2020,Core Infrastructure,Internal Labor,New Zealand,"34,391"
1/05/2020,Core Infrastructure,Internal Labor,New Zealand,"37,143"
1/06/2020,Core Infrastructure,Internal Labor,New Zealand,"39,187"
1/07/2020,Core Infrastructure,Internal Labor,New Zealand,"37,230"
1/08/2020,Core Infrastructure,Internal Labor,New Zealand,"37,230"
1/09/2020,Core Infrastructure,Internal Labor,New Zealand,"37,230"
1/10/2020,Core Infrastructure,Internal Labor,New Zealand,"37,230"
1/11/2020,Core Infrastructure,Internal Labor,New Zealand,"37,230"
1/12/2020,Core Infrastructure,Internal Labor,New Zealand,"37,230"
1/01/2020,Core Infrastructure,Internal Labor,Switzerland,"2,677"
1/02/2020,Core Infrastructure,Internal Labor,Switzerland,"2,624"
1/03/2020,Core Infrastructure,Internal Labor,Switzerland,"10,011"
1/04/2020,Core Infrastructure,Internal Labor,Switzerland,"3,054"
1/05/2020,Core Infrastructure,Internal Labor,Switzerland,"3,063"
1/06/2020,Core Infrastructure,Internal Labor,Switzerland,"7,302"
1/01/2020,Core Infrastructure,Internal Labor,USA,"55,695"
1/02/2020,Core Infrastructure,Internal Labor,USA,"58,261"
1/03/2020,Core Infrastructure,Internal Labor,USA,"57,769"
1/04/2020,Core Infrastructure,Internal Labor,USA,"52,244"
1/05/2020,Core Infrastructure,Internal Labor,USA,"44,505"
1/06/2020,Core Infrastructure,Internal Labor,USA,"44,923"
1/07/2020,Core Infrastructure,Internal Labor,USA,"54,656"
1/08/2020,Core Infrastructure,Internal Labor,USA,"54,649"
1/09/2020,Core Infrastructure,Internal Labor,USA,"54,377"
1/10/2020,Core Infrastructure,Internal Labor,USA,"55,629"
1/11/2020,Core Infrastructure,Internal Labor,USA,"55,347"
1/12/2020,Core Infrastructure,Internal Labor,USA,"55,222"
1/01/2020,Core Infrastructure,Moving,USA,"1,862"
1/02/2020,Core Infrastructure,Moving,USA,"8,720"
1/03/2020,Core Infrastructure,Moving,USA,"1,169"
1/04/2020,Core Infrastructure,Moving,USA,"5,865"
1/05/2020,Core Infrastructure,Moving,USA,"2,406"
1/06/2020,Core Infrastructure,Moving,USA,978
1/01/2020,Core Infrastructure,Other,Brazil,"10,842"
1/02/2020,Core Infrastructure,Other,Brazil,"10,700"
1/03/2020,Core Infrastructure,Other,Brazil,"12,427"
1/04/2020,Core Infrastructure,Other,Brazil,"11,404"
1/05/2020,Core Infrastructure,Other,Brazil,"12,407"
1/06/2020,Core Infrastructure,Other,Brazil,"10,752"
